Sample,Zone,Site,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Final_ID,Total Count,SampleBase,BRUVString
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Juvenile 1,Nudibranch_Juvenile 1,NA,NA,20,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,NA,NA,2,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,NA,161,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Larva 5,Nudibranch_Larva 5,NA,NA,73,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Larva 6,Nudibranch_Larva 6,NA,NA,14,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Larva 7,Nudibranch_Larva 7,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Ostracod,4,Ostracod_4,NA,NA,6,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Phoronid,NA,Phoronid_NA,NA,NA,2,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Platyhelminth,Digenean,Platyhelminth_Digenean,NA,NA,3,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,13,Polychaete_13,NA,NA,5,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,14,Polychaete_14,NA,NA,2,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,6,Polychaete_6,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Black Scaleworm,Polychaete_Black Scaleworm,NA,NA,2,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Feather,Polychaete_Feather,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Giant Palps,Polychaete_Giant Palps,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Hairy Larva,Polychaete_Hairy Larva,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Hemi,Polychaete_Hemi,NA,NA,5,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Larva 10,Polychaete_Larva 10,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Larva 17,Polychaete_Larva 17,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Larva 18,Polychaete_Larva 18,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Larva 19,Polychaete_Larva 19,NA,NA,27,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Larva 20,Polychaete_Larva 20,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Polychaete,Pelagic Glasses,Polychaete_Pelagic Glasses,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Polychaete,Pelagic Paddles,Polychaete_Pelagic Paddles,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,NA,10,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Wide Set Larva,Polychaete_Wide Set Larva,NA,NA,3,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Porifera,Parenchymella 1,Porifera_Parenchymella 1,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,1B,Pteropod_1B,NA,NA,52,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,2,Pteropod_2,NA,NA,21,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,3,Pteropod_3,NA,NA,2,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,4,Pteropod_4,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Arrowhead,Pteropod_Arrowhead,NA,NA,3,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Big Cone,Pteropod_Big Cone,NA,NA,12,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,NA,19,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,NA,NA,8,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,NA,NA,6,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Dieting Styliola,Pteropod_Dieting Styliola,NA,NA,12,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,NA,NA,28,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Ping Pong Paddle,Pteropod_Ping Pong Paddle,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,NA,6,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,NA,16,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Unshelled 2,Pteropod_Unshelled 2,NA,NA,11,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Unshelled 5,Pteropod_Unshelled 5,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Unshelled 6,Pteropod_Unshelled 6,NA,NA,6,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Shrimp,12,Shrimp_12,NA,NA,14,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Shrimp,13,Shrimp_13,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Shrimp,15,Shrimp_15,NA,NA,10,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Shrimp,17,Shrimp_17,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Shrimp,4,Shrimp_4,NA,NA,10,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Shrimp,8,Shrimp_8,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Holoplankton,Shrimp,9,Shrimp_9,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Sipunculan,2,Sipunculan_2,NA,NA,5,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Sipunculan,NA,Sipunculan_NA,NA,NA,14,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Sipunculan,Pelagosphera,Sipunculan_Pelagosphera,NA,NA,13,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Sipunculan,Pelagosphera 2,Sipunculan_Pelagosphera 2,NA,NA,8,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Sipunculan,Pelagosphera 3,Sipunculan_Pelagosphera 3,NA,NA,6,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,NA,NA,20,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Sipunculan,Pelagosphera 6,Sipunculan_Pelagosphera 6,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Sipunculan,Salt and Pepper,Sipunculan_Salt and Pepper,NA,NA,4,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Meroplankton,Sipunculan,White,Sipunculan_White,NA,NA,6,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,NA,Unknown,15,Unknown_15,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,NA,Unknown,5,Unknown_5,No ID,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,NA,Unknown,6,Unknown_6,No ID,NA,2,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,NA,Unknown,Cigar,Unknown_Cigar,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,NA,Unknown,Convoluted,Unknown_Convoluted,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,NA,Unknown,Snowbeast,Unknown_Snowbeast,NA,NA,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_2_S_2,West,W4,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,Actiniaria,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,Aspidosiphonidae,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,NA,162,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,NA,5,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,NA,30,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,NA,7,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,NA,6,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,NA,12544,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,NA,21,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,NA,66,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,NA,6,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,NA,776,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Cross-Hatched,Benthic_Snail_Cross-Hatched,Lyncina leviathan,NA,4,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,NA,238,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,Other Gelatinous,336,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,NA,532,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,NA,23,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,NA,31,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,NA,6,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,Shiny,Copepod_Shiny,Sapphirina vorax,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,12,Copepod_12,Temora discaudata,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Krill,Copepodite,Krill_Copepodite,Thysanopoda sp.,NA,4,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Krill,Unknown_2,Krill_Unknown_2,Thysanopoda sp.,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Amphipod,Hyperiid_Headless,Amphipod_Hyperiid_Headless,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,NA,NA,7,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Amphipod,Pinky,Amphipod_Pinky,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,10,Benthic_Snail_10,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,6,Benthic_Snail_6,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,7,Benthic_Snail_7,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Banana,Benthic_Snail_Banana,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,NA,NA,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,NA,NA,89,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,NA,NA,15,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,NA,872,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Bivalve,1,Bivalve_1,NA,NA,5,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Bivalve,3,Bivalve_3,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Bivalve,6,Bivalve_6,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Bivalve,7,Bivalve_7,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Bryozoan,Cyphonaudes,Bryozoan_Cyphonaudes,NA,NA,24,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Cnidaria,Anthozoan_1,Cnidaria_Anthozoan_1,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,7,Copepod_7,No ID,NA,11,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,9,Copepod_9,NA,NA,38,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,NA,50,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Deciduous_Larva,NA,Deciduous_Larva_NA,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Echinopluteus 7,Echinoderm_Echinopluteus 7,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Grass Echinopluteus,Echinoderm_Grass Echinopluteus,NA,NA,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Grass_EJ,Echinoderm_Grass_EJ,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Ken Echinopluteus,Echinoderm_Ken Echinopluteus,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Lemon Sea Cucumber,Echinoderm_Lemon Sea Cucumber,No ID,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Ophiopluteus Slush,Echinoderm_Ophiopluteus Slush,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Wilson Echinopluteus,Echinoderm_Wilson Echinopluteus,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Embryo,2,Embryo_2,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Embryo,4,Embryo_4,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Embryo,5,Embryo_5,NA,NA,9,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Embryo,6,Embryo_6,NA,NA,11,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Fish,Eggs,Fish_Eggs,NA,NA,26,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Huge_Hairy_Egg,NA,Huge_Hairy_Egg_NA,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Jelly,2,Jelly_2,NA,NA,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Jelly,7,Jelly_7,NA,NA,4,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Jelly,8,Jelly_8,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Limpet,1,Limpet_1,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Nemertean,7,Nemertean_7,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Nemertean,Hardboiled,Nemertean_Hardboiled,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Nudibranch,Dorid,Nudibranch_Dorid,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Nudibranch,Juvenile,Nudibranch_Juvenile,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Nudibranch,Juvenile 1,Nudibranch_Juvenile 1,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Nudibranch,Turkish Delight,Nudibranch_Turkish Delight,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Ostracod,3,Ostracod_3,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Platyhelminth,Digenean,Platyhelminth_Digenean,NA,NA,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Platyhelminth,Flatworm 3,Platyhelminth_Flatworm 3,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Polychaete,13,Polychaete_13,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Polychaete,Grub,Polychaete_Grub,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Polychaete,Pelagic 5,Polychaete_Pelagic 5,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Polychaete,Pelagic Alien,Polychaete_Pelagic Alien,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Polychaete,Ruby,Polychaete_Ruby,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Meroplankton,Porifera,Spongebob,Porifera_Spongebob,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,1,Pteropod_1,NA,NA,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,1B,Pteropod_1B,NA,NA,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,NA,109,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,NA,NA,8,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Dieting Styliola,Pteropod_Dieting Styliola,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,NA,NA,6,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,NA,12,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,NA,34,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Unshelled 1,Pteropod_Unshelled 1,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Shrimp,12,Shrimp_12,NA,NA,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Shrimp,9,Shrimp_9,NA,NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Holoplankton,Shrimp,Lucifer,Shrimp_Lucifer,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,NA,Unknown,28,Unknown_28,NA,NA,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,NA,Unknown,34,Unknown_34,NA,NA,1,PAL22_W4_2_S,PAL22_15
