Sample,String,Site,Zone,Type,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Initial_Count,Multiplication_Factor,Total_Count,Present
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,87,1,87,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Unknown,1,Unknown_1,Deosergestes sp.,12,1,12,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Krill,Shrimp_2,Krill_Shrimp_2,Euphausia tenera,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Copepod,11,Copepod_11,Euryphorus sp. ,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Pteropod,Helicina (Flat),Pteropod_Helicina (Flat),Euthecosomata,84,2,168,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Insects,NA,Insects_NA,Halobates sp.,NA,1,NA,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Isopod,3,Isopod_3,Isopoda,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,350,32,11200,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,19,1,19,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,77,2,154,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,78,16,1248,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Cross-Hatched,Benthic_Snail_Cross-Hatched,Lyncina leviathan,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Shrimp,5,Shrimp_5,Lysmata sp.,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 2,Echinoderm_Echinopluteus 2,Maretia sp.,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,70,1,70,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Bryozoans,Calcareous,Bryozoans_Calcareous,NA,NA,1,NA,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Bryozoans,Membranous,Bryozoans_Membranous,NA,NA,1,NA,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Ciliates,NA,Ciliates_NA,NA,NA,1,NA,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Encrusting Algae,NA,Encrusting Algae_NA,NA,NA,1,NA,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Folliculina,NA,Folliculina_NA,NA,NA,1,NA,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Forams,NA,Forams_NA,NA,NA,1,NA,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Hydroids,Thecate,Hydroids_Thecate,NA,NA,1,NA,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Larvaceans,NA,Larvaceans_NA,NA,137,2,274,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Oblong Eggs,NA,Oblong Eggs_NA,NA,NA,1,NA,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Orbs,Bright_Blue,Orbs_Bright_Blue,NA,NA,1,NA,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Orbs,Small_White,Orbs_Small_White,NA,NA,1,NA,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,99,4,396,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Pummus,NA,Pummus_NA,NA,NA,1,NA,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Rubber,NA,Rubber_NA,NA,NA,1,NA,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Spirorbid Worm Shell,NA,Spirorbid Worm Shell_NA,NA,NA,1,NA,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Sponge Chunks,NA,Sponge Chunks_NA,NA,NA,1,NA,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Sponge Spicules,NA,Sponge Spicules_NA,NA,NA,1,NA,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Terrestrial Flotsam,NA,Terrestrial Flotsam_NA,NA,NA,1,NA,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Trash,Paper,Trash_Paper,NA,NA,1,NA,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Trash,Plastic,Trash_Plastic,NA,NA,1,NA,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Trash,Styrofoam,Trash_Styrofoam,NA,NA,1,NA,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 4,Echinoderm_Echinopluteus 4,Ophiuroidea,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Echinoderm,Brachiolaria NA,Echinoderm_Brachiolaria NA,Oreasteridae,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Copepod,Parasitic,Copepod_Parasitic,Pandarus cranchii ,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Crab,Zoea,Crab_Zoea,Pilumnus sp.,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Copepod,13,Copepod_13,Podoplea ,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Copepod,Larva 2,Copepod_Larva 2,Pontella fera,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,267,32,8544,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,123,4,492,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,82,4,328,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Copepod,14,Copepod_14,Sapphirina ovatolanceolata,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,53,1,53,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Copepod,Snowy,Copepod_Snowy,Sapphirina stellata,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Copepod,Shiny,Copepod_Shiny,Sapphirina vorax,3,1,3,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Shrimp,Euphausiid_Larva_NA,Shrimp_Euphausiid_Larva_NA,Sergestidae,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Shrimp,6,Shrimp_6,Synalpheus neptunus,2,1,2,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Copepod,12,Copepod_12,Temora discaudata,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Krill,Copepodite,Krill_Copepodite,Thysanopoda sp.,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Shrimp,Mysid,Shrimp_Mysid,Thysanopoda sp.,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,NA,Krill,Unknown_2,Krill_Unknown_2,Thysanopoda sp. ,3,1,3,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Jelly,Benthic_Snail_Jelly,Velutinoidea,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Moonsnail/ Bubble Pteropod,Benthic_Snail_Moonsnail/ Bubble Pteropod,Zacalantica sp.,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,1,Amphipod_1,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,2,Amphipod_2,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,3,Amphipod_3,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,4,Amphipod_4,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,5,Amphipod_5,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Alien,Amphipod_Alien,,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,,11,1,11,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Hyperiid_Alien 1,Amphipod_Hyperiid_Alien 1,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,,7,1,7,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Hyperiid_Baby Face,Amphipod_Hyperiid_Baby Face,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Hyperiid_Big Thighs,Amphipod_Hyperiid_Big Thighs,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Hyperiid_Headless,Amphipod_Hyperiid_Headless,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Hyperiid_Longnose,Amphipod_Hyperiid_Longnose,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,,89,1,89,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Hyperiid_Power Ranger,Amphipod_Hyperiid_Power Ranger,,3,1,3,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,,15,1,15,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Amphipod,Pinky,Amphipod_Pinky,,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Ascidean_Tadpole,1,Ascidean_Tadpole_1,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Ascidean_Tadpole,NA,Ascidean_Tadpole_NA,,11,1,11,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Barnacle,Cypriid Golfball,Barnacle_Cypriid Golfball,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Barnacle,Gooseneck,Barnacle_Gooseneck,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Barnacle,Gooseneck 2,Barnacle_Gooseneck 2,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,1,Benthic_Snail_1,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,10,Benthic_Snail_10,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,11,Benthic_Snail_11,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,13,Benthic_Snail_13,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,14,Benthic_Snail_14,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,15,Benthic_Snail_15,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,16,Benthic_Snail_16,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,17,Benthic_Snail_17,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,18,Benthic_Snail_18,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,19,Benthic_Snail_19,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,2,Benthic_Snail_2,,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,20,Benthic_Snail_20,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,4,Benthic_Snail_4,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,6,Benthic_Snail_6,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,7,Benthic_Snail_7,,7,1,7,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,8,Benthic_Snail_8,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,9,Benthic_Snail_9,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Belted,Benthic_Snail_Belted,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,,86,4,344,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,,5,1,5,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Caramel,Benthic_Snail_Caramel,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Citrus,Benthic_Snail_Citrus,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Cross-Hatched Hole,Benthic_Snail_Cross-Hatched Hole,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Cross-Hatched Small Hole,Benthic_Snail_Cross-Hatched Small Hole,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Disco Ball,Benthic_Snail_Disco Ball,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Evening Gown,Benthic_Snail_Evening Gown,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Garfield,Benthic_Snail_Garfield,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Gold-Plated,Benthic_Snail_Gold-Plated,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Grapefruit,Benthic_Snail_Grapefruit,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Headless,Benthic_Snail_Headless,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Irridescent,Benthic_Snail_Irridescent,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Jessica Rabbit,Benthic_Snail_Jessica Rabbit,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Margarites,Benthic_Snail_Margarites,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Marshmallow,Benthic_Snail_Marshmallow,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Nautica,Benthic_Snail_Nautica,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Piping Bag,Benthic_Snail_Piping Bag,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Prison Bars,Benthic_Snail_Prison Bars,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Purple,Benthic_Snail_Purple,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Raspberry,Benthic_Snail_Raspberry,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Rippled 2,Benthic_Snail_Rippled 2,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Shelves,Benthic_Snail_Shelves,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,,4,1,4,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,53,1,53,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Sneetch,Benthic_Snail_Sneetch,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Strawberry,Benthic_Snail_Strawberry,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Thorny,Benthic_Snail_Thorny,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Thorny B,Benthic_Snail_Thorny B,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Thorny C,Benthic_Snail_Thorny C,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Tiger,Benthic_Snail_Tiger,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Bivalve,1,Bivalve_1,,3,1,3,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Bivalve,3,Bivalve_3,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Bivalve,4,Bivalve_4,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Bivalve,5,Bivalve_5,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Bivalve,6,Bivalve_6,,2,1,2,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Bivalve,7,Bivalve_7,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Bivalve,8,Bivalve_8,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Cephalopod,2,Cephalopod_2,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Cephalopod,3,Cephalopod_3,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Cephalopod,4,Cephalopod_4,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Cephalopod,Squid,Cephalopod_Squid,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Cephalopod,Squid 1,Cephalopod_Squid 1,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Cnidaria,Anemone Larva,Cnidaria_Anemone Larva,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Cnidaria,Anthozoan_1,Cnidaria_Anthozoan_1,,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Cnidaria,Cerinula Larva 1,Cnidaria_Cerinula Larva 1,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Cnidaria,Cerinula_Larva_NA,Cnidaria_Cerinula_Larva_NA,,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Cnidaria,Coral Larva,Cnidaria_Coral Larva,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Cnidaria,Coral Larva 1,Cnidaria_Coral Larva 1,,2,1,2,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Cnidaria,Coral Larva 2,Cnidaria_Coral Larva 2,,1,1,1,1
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Cnidaria,Coral Larva 3,Cnidaria_Coral Larva 3,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Meroplankton,Cnidaria,Coral Larva 4,Cnidaria_Coral Larva 4,,0,1,0,0
PAL22_W2_2_S_2,PAL22_WA_2_S,W2,DFZ West,Zooplankton,Holoplankton,Copepod,10,Copepod_10,No ID,0,1,0,0
