Sample,Zone,Site,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Total Count,FunctionalGroup
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,NA,54,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Echinopluteus 6,Echinoderm_Echinopluteus 6,NA,2,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Echinopluteus 7,Echinoderm_Echinopluteus 7,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Echinopluteus 7,Echinoderm_Echinopluteus 7,NA,2,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Echinopluteus 8,Echinoderm_Echinopluteus 8,NA,6,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Echinopluteus 9,Echinoderm_Echinopluteus 9,NA,2,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Echinopluteus Triangle,Echinoderm_Echinopluteus Triangle,NA,4,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Meroplankton,Echinoderm,EJ,Echinoderm_EJ,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,EJ,Echinoderm_EJ,NA,2,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,EJ 1,Echinoderm_EJ 1,NA,4,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Grass Echinopluteus,Echinoderm_Grass Echinopluteus,NA,3,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Grass_EJ,Echinoderm_Grass_EJ,NA,1,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Ken Echinopluteus,Echinoderm_Ken Echinopluteus,NA,2,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Lemon Sea Cucumber,Echinoderm_Lemon Sea Cucumber,No ID,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Lemon Sea Cucumber,Echinoderm_Lemon Sea Cucumber,No ID,6,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,OJ 1B,Echinoderm_OJ 1B,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Ophiopluteus 1,Echinoderm_Ophiopluteus 1,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Ophiopluteus 2,Echinoderm_Ophiopluteus 2,NA,1,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Ophiopluteus Slush,Echinoderm_Ophiopluteus Slush,NA,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Echinoderm,Sea Cucumber,Echinoderm_Sea Cucumber,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Sea Cucumber,Echinoderm_Sea Cucumber,NA,5,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Echinoderm,Sea Cucumber 1,Echinoderm_Sea Cucumber 1,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Sea Cucumber 1,Echinoderm_Sea Cucumber 1,NA,4,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Sunrise Sea Cucumber,Echinoderm_Sunrise Sea Cucumber,NA,4,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Echinoderm,Wilson Echinopluteus,Echinoderm_Wilson Echinopluteus,NA,1,Benthic Invertebrate Larvae
PAL22_N4_2_S_2,North,N4,Holoplankton,Embryo,1,Embryo_1,NA,1,Fish Larvae & Eggs
PAL22_N4_1_S_1,North,N4,Holoplankton,Embryo,2,Embryo_2,NA,1,Fish Larvae & Eggs
PAL22_S4_1_S_1,South,S4,Holoplankton,Embryo,2,Embryo_2,NA,1,Fish Larvae & Eggs
PAL22_S4_2_S_2,South,S4,Holoplankton,Embryo,2,Embryo_2,NA,1,Fish Larvae & Eggs
PAL22_W4_1_S_1,West,W4,Holoplankton,Embryo,2,Embryo_2,NA,1,Fish Larvae & Eggs
PAL22_W4_2_S_2,West,W4,Holoplankton,Embryo,2,Embryo_2,NA,1,Fish Larvae & Eggs
PAL22_S4_2_S_2,South,S4,Holoplankton,Embryo,3,Embryo_3,NA,1,Fish Larvae & Eggs
PAL22_W4_2_S_2,West,W4,Holoplankton,Embryo,4,Embryo_4,NA,1,Fish Larvae & Eggs
PAL22_W4_1_S_1,West,W4,Holoplankton,Embryo,4,Embryo_4,NA,6,Fish Larvae & Eggs
PAL22_S4_1_S_1,South,S4,Holoplankton,Embryo,5,Embryo_5,NA,1,Fish Larvae & Eggs
PAL22_W4_1_S_1,West,W4,Holoplankton,Embryo,5,Embryo_5,NA,6,Fish Larvae & Eggs
PAL22_W4_2_S_2,West,W4,Holoplankton,Embryo,5,Embryo_5,NA,9,Fish Larvae & Eggs
PAL22_W4_1_S_1,West,W4,Holoplankton,Embryo,6,Embryo_6,NA,1,Fish Larvae & Eggs
PAL22_W4_2_S_2,West,W4,Holoplankton,Embryo,6,Embryo_6,NA,11,Fish Larvae & Eggs
PAL22_S4_1_S_1,South,S4,Holoplankton,Embryo,7,Embryo_7,NA,3,Fish Larvae & Eggs
PAL22_W4_3_S_3,West,W4,Holoplankton,Fish,Eggs,Fish_Eggs,NA,6,Fish Larvae & Eggs
PAL22_N4_2_S_2,North,N4,Holoplankton,Fish,Eggs,Fish_Eggs,NA,10,Fish Larvae & Eggs
PAL22_N4_1_S_1,North,N4,Holoplankton,Fish,Eggs,Fish_Eggs,NA,16,Fish Larvae & Eggs
PAL22_W4_2_S_2,West,W4,Holoplankton,Fish,Eggs,Fish_Eggs,NA,26,Fish Larvae & Eggs
PAL22_W4_1_S_1,West,W4,Holoplankton,Fish,Eggs,Fish_Eggs,NA,81,Fish Larvae & Eggs
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Eggs,Fish_Eggs,NA,328,Fish Larvae & Eggs
PAL22_S4_1_S_1,South,S4,Holoplankton,Fish,Eggs,Fish_Eggs,NA,348,Fish Larvae & Eggs
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Embryo,Fish_Embryo,NA,9,Fish Larvae & Eggs
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Grumpy,Fish_Grumpy,NA,1,Fish Larvae & Eggs
PAL22_N4_1_S_1,North,N4,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,1,Fish Larvae & Eggs
PAL22_W4_1_S_1,West,W4,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,1,Fish Larvae & Eggs
PAL22_W4_3_S_3,West,W4,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,1,Fish Larvae & Eggs
PAL22_W4_2_S_2,West,W4,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,2,Fish Larvae & Eggs
PAL22_S4_1_S_1,South,S4,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,3,Fish Larvae & Eggs
PAL22_W4_1_S_1,West,W4,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,2,Fish Larvae & Eggs
PAL22_W4_2_S_2,West,W4,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,2,Fish Larvae & Eggs
PAL22_W4_3_S_3,West,W4,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,5,Fish Larvae & Eggs
PAL22_N4_1_S_1,North,N4,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,8,Fish Larvae & Eggs
PAL22_S4_1_S_1,South,S4,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,15,Fish Larvae & Eggs
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,308,Fish Larvae & Eggs
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,1,Fish Larvae & Eggs
PAL22_S4_1_S_1,South,S4,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,2,Fish Larvae & Eggs
PAL22_W4_2_S_2,West,W4,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,2,Fish Larvae & Eggs
PAL22_W4_3_S_3,West,W4,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,4,Fish Larvae & Eggs
PAL22_W4_1_S_1,West,W4,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,5,Fish Larvae & Eggs
PAL22_S4_1_S_1,South,S4,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,1,Fish Larvae & Eggs
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,1,Fish Larvae & Eggs
PAL22_W4_3_S_3,West,W4,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,4,Fish Larvae & Eggs
PAL22_W4_1_S_1,West,W4,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,5,Fish Larvae & Eggs
PAL22_N4_2_S_2,North,N4,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,12,Fish Larvae & Eggs
PAL22_N4_1_S_1,North,N4,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,13,Fish Larvae & Eggs
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Young,Fish_Young,NA,1,Fish Larvae & Eggs
PAL22_W4_1_S_1,West,W4,Meroplankton,Hemichordate,NA,Hemichordate_NA,NA,2,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Holoplankton,Huge Hairy Egg,NA,Huge_Hairy_Egg_NA,NA,1,Fish Larvae & Eggs
PAL22_W4_3_S_3,West,W4,Holoplankton,Huge Hairy Egg,NA,Huge_Hairy_Egg_NA,NA,2,Fish Larvae & Eggs
PAL22_W4_1_S_1,West,W4,Holoplankton,Huge Hairy Egg,NA,Huge_Hairy_Egg_NA,NA,3,Fish Larvae & Eggs
PAL22_W4_3_S_3,West,W4,Holoplankton,Isopod,5,Isopod_5,NA,1,Large Crustacean Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Jelly,2,Jelly_2,NA,1,Gelatinous Plankton
PAL22_W4_3_S_3,West,W4,Holoplankton,Jelly,2,Jelly_2,NA,1,Gelatinous Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Jelly,2,Jelly_2,NA,3,Gelatinous Plankton
PAL22_N4_2_S_2,North,N4,Holoplankton,Jelly,2,Jelly_2,NA,3,Gelatinous Plankton
PAL22_W4_2_S_2,West,W4,Holoplankton,Jelly,2,Jelly_2,NA,3,Gelatinous Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Jelly,2,Jelly_2,NA,8,Gelatinous Plankton
PAL22_S4_2_S_2,South,S4,Holoplankton,Jelly,2,Jelly_2,NA,9,Gelatinous Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Jelly,7,Jelly_7,NA,1,Gelatinous Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Jelly,7,Jelly_7,NA,2,Gelatinous Plankton
PAL22_S4_2_S_2,South,S4,Holoplankton,Jelly,7,Jelly_7,NA,2,Gelatinous Plankton
PAL22_W4_2_S_2,West,W4,Holoplankton,Jelly,7,Jelly_7,NA,4,Gelatinous Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Jelly,7,Jelly_7,NA,7,Gelatinous Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Jelly,8,Jelly_8,NA,1,Gelatinous Plankton
PAL22_W4_2_S_2,West,W4,Holoplankton,Jelly,8,Jelly_8,NA,1,Gelatinous Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Krill,1,Krill_1,NA,2,Large Crustacean Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Krill,Stylocheiron,Krill_Stylocheiron,NA,1,Large Crustacean Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Krill,Stylocheiron,Krill_Stylocheiron,NA,2,Large Crustacean Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Krill,Thysanopoda,Krill_Thysanopoda,NA,2,Large Crustacean Plankton
PAL22_W4_2_S_2,West,W4,Meroplankton,Limpet,1,Limpet_1,NA,1,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Meroplankton,Limpet,1,Limpet_1,NA,2,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Limpet,1,Limpet_1,NA,5,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Limpet,1,Limpet_1,NA,24,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Nudibranch,1,Nudibranch_1,NA,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Nudibranch,2,Nudibranch_2,NA,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Nudibranch,3,Nudibranch_3,NA,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Nudibranch,Creamy,Nudibranch_Creamy,NA,6,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Nudibranch,Dorid,Nudibranch_Dorid,NA,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Nudibranch,Juvenile,Nudibranch_Juvenile,NA,1,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Nudibranch,Juvenile,Nudibranch_Juvenile,NA,2,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Juvenile,Nudibranch_Juvenile,NA,4,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Nudibranch,Juvenile 1,Nudibranch_Juvenile 1,NA,2,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Nudibranch,Juvenile 1,Nudibranch_Juvenile 1,NA,2,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Juvenile 1,Nudibranch_Juvenile 1,NA,20,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,NA,2,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,NA,4,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,2,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,7,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,9,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,71,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,161,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Nudibranch,Larva 3,Nudibranch_Larva 3,NA,8,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Nudibranch,Larva 5,Nudibranch_Larva 5,NA,2,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Larva 5,Nudibranch_Larva 5,NA,73,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Larva 6,Nudibranch_Larva 6,NA,14,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Nudibranch,Larva 7,Nudibranch_Larva 7,NA,1,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Nudibranch,Turkish Delight,Nudibranch_Turkish Delight,NA,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Holoplankton,Ostracod,1,Ostracod_1,NA,1,Small Crustacean Plankton
PAL22_W4_3_S_3,West,W4,Holoplankton,Ostracod,2,Ostracod_2,NA,1,Small Crustacean Plankton
PAL22_W4_2_S_2,West,W4,Holoplankton,Ostracod,3,Ostracod_3,NA,1,Small Crustacean Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Ostracod,3,Ostracod_3,NA,4,Small Crustacean Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Ostracod,4,Ostracod_4,NA,6,Small Crustacean Plankton
PAL22_S4_2_S_2,South,S4,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,NA,1,Small Crustacean Plankton
PAL22_W4_2_S_2,West,W4,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,NA,1,Small Crustacean Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,NA,2,Small Crustacean Plankton
PAL22_W4_1_S_1,West,W4,Meroplankton,Phoronid,NA,Phoronid_NA,NA,2,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Platyhelminth,Flatworm 1,Platyhelminth_Flatworm 1,NA,17,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Platyhelminth,Flatworm 2,Platyhelminth_Flatworm 2,NA,7,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Platyhelminth,Flatworm 3,Platyhelminth_Flatworm 3,NA,2,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Platyhelminth,Flatworm NA,Platyhelminth_Flatworm NA,NA,2,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Polychaete,10,Polychaete_10,NA,10,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Polychaete,13,Polychaete_13,NA,2,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,13,Polychaete_13,NA,5,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,14,Polychaete_14,NA,2,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,3,Polychaete_3,NA,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Polychaete,3,Polychaete_3,NA,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Polychaete,4b,Polychaete_4b,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,6,Polychaete_6,NA,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Polychaete,6,Polychaete_6,NA,11,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Polychaete,9,Polychaete_9,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Black Scaleworm,Polychaete_Black Scaleworm,NA,2,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Feather,Polychaete_Feather,NA,1,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Polychaete,Giant Palps,Polychaete_Giant Palps,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Giant Palps,Polychaete_Giant Palps,NA,1,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Polychaete,Grub,Polychaete_Grub,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Hairy Larva,Polychaete_Hairy Larva,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Hemi,Polychaete_Hemi,NA,5,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Larva 10,Polychaete_Larva 10,NA,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Polychaete,Larva 10,Polychaete_Larva 10,NA,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Polychaete,Larva 11,Polychaete_Larva 11,NA,3,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Polychaete,Larva 11B,Polychaete_Larva 11B,NA,1,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,Larva 15,Polychaete_Larva 15,NA,2,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,Larva 16,Polychaete_Larva 16,NA,1,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,Larva 17,Polychaete_Larva 17,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Larva 17,Polychaete_Larva 17,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Larva 18,Polychaete_Larva 18,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Larva 19,Polychaete_Larva 19,NA,27,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Larva 20,Polychaete_Larva 20,NA,1,Benthic Invertebrate Larvae
PAL22_N4_2_S_2,North,N4,Meroplankton,Polychaete,Larva 3,Polychaete_Larva 3,NA,2,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Meroplankton,Polychaete,Larva 4,Polychaete_Larva 4,NA,1,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Meroplankton,Polychaete,Larva 5,Polychaete_Larva 5,NA,1,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Polychaete,Larva 5,Polychaete_Larva 5,NA,1,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Meroplankton,Polychaete,Larva 6,Polychaete_Larva 6,NA,1,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,Larva 8,Polychaete_Larva 8,NA,3,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Polychaete,Onuphid,Polychaete_Onuphid,NA,1,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Holoplankton,Polychaete,Pelagic 1,Polychaete_Pelagic 1,NA,1,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Holoplankton,Polychaete,Pelagic 2,Polychaete_Pelagic 2,NA,1,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Holoplankton,Polychaete,Pelagic 4,Polychaete_Pelagic 4,NA,1,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Holoplankton,Polychaete,Pelagic 5,Polychaete_Pelagic 5,NA,1,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Holoplankton,Polychaete,Pelagic 5,Polychaete_Pelagic 5,NA,1,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Holoplankton,Polychaete,Pelagic 5,Polychaete_Pelagic 5,NA,3,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Holoplankton,Polychaete,Pelagic 6,Polychaete_Pelagic 6,NA,1,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Holoplankton,Polychaete,Pelagic Alien,Polychaete_Pelagic Alien,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Holoplankton,Polychaete,Pelagic Glasses,Polychaete_Pelagic Glasses,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Holoplankton,Polychaete,Pelagic Paddles,Polychaete_Pelagic Paddles,NA,1,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Polychaete,Ruby,Polychaete_Ruby,NA,1,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Polychaete,Ruby,Polychaete_Ruby,NA,1,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Polychaete,Sandy,Polychaete_Sandy,NA,3,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,1,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,2,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,10,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Wide Set Larva,Polychaete_Wide Set Larva,NA,3,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Porifera,Parenchymella,Porifera_Parenchymella,NA,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Porifera,Parenchymella 1,Porifera_Parenchymella 1,NA,1,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Porifera,Spongebob,Porifera_Spongebob,NA,1,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Porifera,Spongebob,Porifera_Spongebob,NA,2,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Porifera,Spongedave,Porifera_Spongedave,NA,1,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,1,Pteropod_1,NA,3,Gelatinous Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Pteropod,1,Pteropod_1,NA,5,Gelatinous Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Pteropod,1,Pteropod_1,NA,7,Gelatinous Plankton
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,1B,Pteropod_1B,NA,1,Gelatinous Plankton
PAL22_W4_3_S_3,West,W4,Holoplankton,Pteropod,1B,Pteropod_1B,NA,1,Gelatinous Plankton
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,1B,Pteropod_1B,NA,3,Gelatinous Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,1B,Pteropod_1B,NA,52,Gelatinous Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Pteropod,2,Pteropod_2,NA,1,Gelatinous Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Pteropod,2,Pteropod_2,NA,5,Gelatinous Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,2,Pteropod_2,NA,21,Gelatinous Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Pteropod,3,Pteropod_3,NA,1,Gelatinous Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,3,Pteropod_3,NA,2,Gelatinous Plankton
