Sample,Zone,Site,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Final_ID,Total Count
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,,36
PAL22_S2_2_S_2,South,S2,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,,,2
PAL22_S2_3_S_3,South,S2,Meroplankton,Echinoderm,Echinopluteus 7,Echinoderm_Echinopluteus 7,,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Fish,Eggs,Fish_Eggs,,,93
PAL22_S2_2_S_2,South,S2,Holoplankton,Fish,Eggs,Fish_Eggs,,,376
PAL22_S2_3_S_3,South,S2,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,10
PAL22_S2_3_S_3,South,S2,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,5
PAL22_S2_2_S_2,South,S2,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,19
PAL22_S2_2_S_2,South,S2,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,3
PAL22_S2_3_S_3,South,S2,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,,,4
PAL22_S2_2_S_2,South,S2,Holoplankton,Huge_Hairy_Egg,NA,Huge_Hairy_Egg_NA,,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Huge_Hairy_Egg,NA,Huge_Hairy_Egg_NA,,,6
PAL22_S2_2_S_2,South,S2,Holoplankton,Isopod,4,Isopod_4,,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Jelly,2,Jelly_2,,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Jelly,2,Jelly_2,,,2
PAL22_S2_2_S_2,South,S2,Holoplankton,Jelly,7,Jelly_7,,,3
PAL22_S2_3_S_3,South,S2,Meroplankton,Nemertean,5,Nemertean_5,,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Nudibranch,Larva 3,Nudibranch_Larva 3,,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Ostracod,1,Ostracod_1,,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Ostracod,1,Ostracod_1,,,1
PAL22_S2_3_S_3,South,S2,Meroplankton,Platyhelminth,Flatworm 3,Platyhelminth_Flatworm 3,,,1
PAL22_S2_3_S_3,South,S2,Meroplankton,Polychaete,13,Polychaete_13,,,1
PAL22_S2_3_S_3,South,S2,Meroplankton,Polychaete,6,Polychaete_6,,,1
PAL22_S2_3_S_3,South,S2,Meroplankton,Polychaete,Larva 18,Polychaete_Larva 18,,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Polychaete,Larva 8,Polychaete_Larva 8,,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,,,2
PAL22_S2_2_S_2,South,S2,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,,,3
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,1B,Pteropod_1B,,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,3,Pteropod_3,,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,,,2
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,,,46
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,,,2
PAL22_S2_3_S_3,South,S2,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Pteropod,Striated,Pteropod_Striated,,,4
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Striated,Pteropod_Striated,,,19
PAL22_S2_3_S_3,South,S2,Holoplankton,Pteropod,Unshelled 5,Pteropod_Unshelled 5,,,6
PAL22_S2_3_S_3,South,S2,Holoplankton,Salp,2,Salp_2,,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Salp,2,Salp_2,,,2
PAL22_S2_2_S_2,South,S2,Holoplankton,Shrimp,4,Shrimp_4,,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Shrimp,8,Shrimp_8,,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Sipunculan,1,Sipunculan_1,,,1
PAL22_S2_3_S_3,South,S2,Meroplankton,Sipunculan,Pelagosphera,Sipunculan_Pelagosphera,,,1
PAL22_S2_3_S_3,South,S2,Meroplankton,Sipunculan,Pelagosphera 6,Sipunculan_Pelagosphera 6,,,2
PAL22_S2_3_S_3,South,S2,NA,Unknown,28,Unknown_28,,,8
PAL22_S2_3_S_3,South,S2,NA,Unknown,29,Unknown_29,,,1
PAL22_S2_2_S_2,South,S2,,Unknown,5,Unknown_5,No ID,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,Actiniaria,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,Aspidosiphonidae ,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,Aspidosiphonidae ,,5
PAL22_N3_3_S_3,North,N3,Meroplankton,Benthic_Snail,Clear/Smooth Swiss Chalet,Benthic_Snail_Clear/Smooth Swiss Chalet,Buccinoidea,,1
PAL22_N3_2_S_2,North,N3,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,,1
PAL22_N3_3_S_3,North,N3,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,,5
PAL22_S3_3_S_3,South,S3,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,,7
PAL22_N3_2_S_2,North,N3,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",,1
PAL22_S3_2_S_2,South,S3,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",,1
PAL22_S3_3_S_3,South,S3,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",,1
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",,13
PAL22_N3_1_S_1,North,N3,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,,1
PAL22_S3_3_S_3,South,S3,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,,2
PAL22_S3_2_S_2,South,S3,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,,4
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,,10
PAL22_N3_2_S_2,North,N3,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,,2
PAL22_N3_1_S_1,North,N3,Meroplankton,Echinoderm,Ophiopluteus NA,Echinoderm_Ophiopluteus NA,Clypeaster reticulatus,,11
PAL22_S3_2_S_2,South,S3,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,Clypeaster sp.,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,Clypeaster sp.,,1
PAL22_N3_2_S_2,North,N3,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,,6
PAL22_S3_3_S_3,South,S3,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,,34
PAL22_N3_1_S_1,North,N3,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,,58
PAL22_S3_2_S_2,South,S3,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,,88
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,,1488
PAL22_N3_3_S_3,North,N3,Holoplankton,Pteropod,Unshelled,Pteropod_Unshelled,"Creseis clava (Rang, 1828)",,1
PAL22_N3_1_S_1,North,N3,Holoplankton,Pteropod,Unshelled,Pteropod_Unshelled,"Creseis clava (Rang, 1828)",,2
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Unshelled,Pteropod_Unshelled,"Creseis clava (Rang, 1828)",,3
PAL22_S3_3_S_3,South,S3,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,,1
PAL22_S3_2_S_2,South,S3,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,,2
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,,15
PAL22_N3_1_S_1,North,N3,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,,18
PAL22_N3_3_S_3,North,N3,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,,1
PAL22_N3_1_S_1,North,N3,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,,11
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,,19
PAL22_N3_1_S_1,North,N3,,Unknown,1,Unknown_1,Deosergestes sp.,,2
PAL22_W3_1_S_1,West,W3,NA,Unknown,1,Unknown_1,Deosergestes sp.,,7
PAL22_W3_1_S_1,West,W3,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,,4
PAL22_N3_3_S_3,North,N3,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,,5
PAL22_N3_2_S_2,North,N3,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,,8
PAL22_N3_1_S_1,North,N3,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,,150
PAL22_N3_1_S_1,North,N3,Holoplankton,Krill,Shrimp_2,Krill_Shrimp_2,Euphausia tenera,,1
PAL22_S3_3_S_3,South,S3,Holoplankton,Copepod,11,Copepod_11,Euryphorus sp. ,,1
PAL22_S3_2_S_2,South,S3,Holoplankton,Isopod,3,Isopod_3,Isopoda,,3
PAL22_W3_1_S_1,West,W3,Holoplankton,Isopod,3,Isopod_3,Isopoda,,4
PAL22_S3_2_S_2,South,S3,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,,2384
PAL22_N3_1_S_1,North,N3,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,,154
PAL22_N3_2_S_2,North,N3,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,,171
PAL22_S3_3_S_3,South,S3,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,,3504
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,,3872
PAL22_N3_3_S_3,North,N3,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,,1535
PAL22_N3_3_S_3,North,N3,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,,1
PAL22_S3_3_S_3,South,S3,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,,5
PAL22_W3_1_S_1,West,W3,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,,71
PAL22_N3_2_S_2,North,N3,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,,1
PAL22_S3_2_S_2,South,S3,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,,4
PAL22_N3_1_S_1,North,N3,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,,8
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,,70
PAL22_N3_3_S_3,North,N3,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,,2
PAL22_S3_3_S_3,South,S3,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,,3
PAL22_N3_1_S_1,North,N3,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,,2
PAL22_N3_2_S_2,North,N3,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,,3
PAL22_S3_3_S_3,South,S3,Meroplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,,4
PAL22_S3_2_S_2,South,S3,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,,9
PAL22_N3_3_S_3,North,N3,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,,10
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,,684
PAL22_N3_1_S_1,North,N3,Meroplankton,Benthic_Snail,Cross-Hatched,Benthic_Snail_Cross-Hatched,Lyncina leviathan,,1
PAL22_N3_2_S_2,North,N3,Meroplankton,Benthic_Snail,Cross-Hatched,Benthic_Snail_Cross-Hatched,Lyncina leviathan,,1
PAL22_N3_1_S_1,North,N3,Meroplankton,Echinoderm,Echinopluteus 2,Echinoderm_Echinopluteus 2,Maretia sp.,,16
PAL22_N3_3_S_3,North,N3,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,,2
PAL22_N3_1_S_1,North,N3,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,,3
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,,17
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,,25
PAL22_S3_3_S_3,South,S3,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,,40
PAL22_S3_3_S_3,South,S3,Holoplankton,Larvaceans,NA,Larvaceans_NA,NA,Other Gelatinous,2
PAL22_W3_1_S_1,West,W3,Holoplankton,Larvaceans,NA,Larvaceans_NA,NA,Other Gelatinous,6
PAL22_N3_3_S_3,North,N3,Holoplankton,Larvaceans,NA,Larvaceans_NA,NA,Other Gelatinous,11
PAL22_S3_2_S_2,South,S3,Holoplankton,Larvaceans,NA,Larvaceans_NA,NA,Other Gelatinous,11
PAL22_N3_1_S_1,North,N3,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,Other Gelatinous,1
PAL22_S3_2_S_2,South,S3,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,Other Gelatinous,58
PAL22_S3_3_S_3,South,S3,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,Other Gelatinous,240
PAL22_W3_1_S_1,West,W3,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,Other Gelatinous,1920
PAL22_S3_2_S_2,South,S3,Holoplankton,Copepod,13,Copepod_13,Podoplea ,,1
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,Larva 2,Copepod_Larva 2,Pontella fera,,1
PAL22_N3_1_S_1,North,N3,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,,4
PAL22_N3_2_S_2,North,N3,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,,6
PAL22_S3_2_S_2,South,S3,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,,7
PAL22_S3_3_S_3,South,S3,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,,10
PAL22_N3_3_S_3,North,N3,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,,27
PAL22_W3_1_S_1,West,W3,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,,1088
PAL22_S3_3_S_3,South,S3,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,,2
PAL22_N3_2_S_2,North,N3,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,,3
PAL22_S3_2_S_2,South,S3,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,,3
PAL22_N3_3_S_3,North,N3,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,,40
PAL22_N3_1_S_1,North,N3,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,,74
PAL22_W3_1_S_1,West,W3,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,,200
PAL22_N3_2_S_2,North,N3,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,,1
PAL22_S3_2_S_2,South,S3,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,,1
PAL22_S3_3_S_3,South,S3,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,,1
PAL22_N3_1_S_1,North,N3,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,,31
PAL22_W3_1_S_1,West,W3,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,,31
PAL22_S3_3_S_3,South,S3,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,,1
PAL22_S3_2_S_2,South,S3,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,,2
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,,5
PAL22_N3_1_S_1,North,N3,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,,6
PAL22_N3_1_S_1,North,N3,Holoplankton,Copepod,Snowy,Copepod_Snowy,Sapphirina stellata,,1
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,Snowy,Copepod_Snowy,Sapphirina stellata,,22
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,Shiny,Copepod_Shiny,Sapphirina vorax,,1
PAL22_N3_1_S_1,North,N3,Holoplankton,Shrimp,Euphausiid_Larva_NA,Shrimp_Euphausiid_Larva_NA,Sergestidae,,9
PAL22_W3_1_S_1,West,W3,Holoplankton,Krill,Copepodite,Krill_Copepodite,Thysanopoda sp.,,2
PAL22_N3_2_S_2,North,N3,Holoplankton,Shrimp,Mysid,Shrimp_Mysid,Thysanopoda sp.,,1
PAL22_S3_2_S_2,South,S3,Holoplankton,Shrimp,Mysid,Shrimp_Mysid,Thysanopoda sp.,,4
PAL22_W3_1_S_1,West,W3,Holoplankton,Amphipod,3,Amphipod_3,,,2
PAL22_W3_1_S_1,West,W3,Holoplankton,Amphipod,Alien,Amphipod_Alien,,,1
PAL22_S3_3_S_3,South,S3,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,,,2
PAL22_W3_1_S_1,West,W3,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,,,18
PAL22_S3_2_S_2,South,S3,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,,,1
PAL22_W3_1_S_1,West,W3,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,,,4
PAL22_W3_1_S_1,West,W3,Holoplankton,Amphipod,Hyperiid_Big Thighs,Amphipod_Hyperiid_Big Thighs,,,2
PAL22_W3_1_S_1,West,W3,Holoplankton,Amphipod,Hyperiid_Headless,Amphipod_Hyperiid_Headless,,,1
PAL22_W3_1_S_1,West,W3,Holoplankton,Amphipod,Hyperiid_Longnose,Amphipod_Hyperiid_Longnose,,,1
PAL22_S3_3_S_3,South,S3,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,,,1
PAL22_N3_2_S_2,North,N3,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,,,2
PAL22_S3_2_S_2,South,S3,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,,,3
PAL22_W3_1_S_1,West,W3,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,,,29
PAL22_N3_3_S_3,North,N3,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,,,1
PAL22_W3_1_S_1,West,W3,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,,,1
PAL22_W3_1_S_1,West,W3,Holoplankton,Ascidean_Tadpole,1,Ascidean_Tadpole_1,,,1
PAL22_N3_1_S_1,North,N3,Holoplankton,Ascidean_Tadpole,NA,Ascidean_Tadpole_NA,,,1
PAL22_W3_1_S_1,West,W3,Holoplankton,Ascidean_Tadpole,NA,Ascidean_Tadpole_NA,,,9
PAL22_W3_1_S_1,West,W3,Meroplankton,Barnacle,Gooseneck,Barnacle_Gooseneck,,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,,,1
PAL22_S3_3_S_3,South,S3,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,14,Benthic_Snail_14,,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,16,Benthic_Snail_16,,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,18,Benthic_Snail_18,,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,19,Benthic_Snail_19,,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,20,Benthic_Snail_20,,,3
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,7,Benthic_Snail_7,,,4
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,8,Benthic_Snail_8,,,2
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,,,48
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,Evening Gown,Benthic_Snail_Evening Gown,,,1
PAL22_S3_3_S_3,South,S3,Meroplankton,Benthic_Snail,Gold-Plated,Benthic_Snail_Gold-Plated,,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,,,2
PAL22_S3_3_S_3,South,S3,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,,,3
PAL22_S3_3_S_3,South,S3,Meroplankton,Benthic_Snail,Purple,Benthic_Snail_Purple,,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,,,2
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,,,4
PAL22_S3_3_S_3,South,S3,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,,,7
PAL22_N3_3_S_3,North,N3,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,9
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,412
PAL22_S3_2_S_2,South,S3,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,440
PAL22_S3_3_S_3,South,S3,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,710
PAL22_N3_2_S_2,North,N3,Meroplankton,Benthic_Snail,Thorny,Benthic_Snail_Thorny,,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,,,1
PAL22_S3_2_S_2,South,S3,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,,2
PAL22_S3_2_S_2,South,S3,Meroplankton,Bivalve,3,Bivalve_3,,,1
PAL22_N3_3_S_3,North,N3,Holoplankton,Cephalopod,Squid,Cephalopod_Squid,,,1
PAL22_W3_1_S_1,West,W3,Meroplankton,Cnidaria,Anemone Larva,Cnidaria_Anemone Larva,,,1
PAL22_S3_3_S_3,South,S3,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,,,11
PAL22_S3_2_S_2,South,S3,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,,,25
PAL22_W3_1_S_1,West,W3,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,,,36
PAL22_S3_3_S_3,South,S3,Meroplankton,Cnidaria,Cerinula Larva 1,Cnidaria_Cerinula Larva 1,,,2
PAL22_N3_1_S_1,North,N3,Meroplankton,Cnidaria,Cerinula_Larva_NA,Cnidaria_Cerinula_Larva_NA,,,1
PAL22_S3_3_S_3,South,S3,Meroplankton,Cnidaria,Cerinula_Larva_NA,Cnidaria_Cerinula_Larva_NA,,,6
