Sample,Zone,Site,Type,Plankton_Category,Specimen_Type,Morphotype,Spec_Morph,Total_Count,SampleBase,BRUVString
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Polychaete,Larva 18,Polychaete_Larva 18,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Polychaete,Larva 19,Polychaete_Larva 19,27,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Polychaete,Larva 20,Polychaete_Larva 20,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Polychaete,Pelagic Glasses,Polychaete_Pelagic Glasses,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Polychaete,Pelagic Paddles,Polychaete_Pelagic Paddles,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,10,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Polychaete,Wide Set Larva,Polychaete_Wide Set Larva,3,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Porifera,Parenchymella 1,Porifera_Parenchymella 1,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,1B,Pteropod_1B,52,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,2,Pteropod_2,21,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,3,Pteropod_3,2,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,4,Pteropod_4,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Arrowhead,Pteropod_Arrowhead,3,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Big Cone,Pteropod_Big Cone,12,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,19,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,8,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,6,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Dieting Styliola,Pteropod_Dieting Styliola,12,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,28,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Ping Pong Paddle,Pteropod_Ping Pong Paddle,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,6,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Striated,Pteropod_Striated,16,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Unshelled 2,Pteropod_Unshelled 2,11,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Unshelled 5,Pteropod_Unshelled 5,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Pteropod,Unshelled 6,Pteropod_Unshelled 6,6,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Shrimp,12,Shrimp_12,14,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Shrimp,13,Shrimp_13,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Shrimp,15,Shrimp_15,10,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Shrimp,17,Shrimp_17,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Shrimp,4,Shrimp_4,10,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Shrimp,8,Shrimp_8,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Holoplankton,Shrimp,9,Shrimp_9,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Sipunculan,2,Sipunculan_2,5,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Sipunculan,NA,Sipunculan_NA,14,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Sipunculan,Pelagosphera,Sipunculan_Pelagosphera,13,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 2,Sipunculan_Pelagosphera 2,8,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 3,Sipunculan_Pelagosphera 3,6,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,20,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 6,Sipunculan_Pelagosphera 6,1,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Sipunculan,Salt and Pepper,Sipunculan_Salt and Pepper,4,PAL22_W4_1_S,PAL22_14
PAL22_W4_1_S_1,West,W4,Zooplankton,Meroplankton,Sipunculan,White,Sipunculan_White,6,PAL22_W4_1_S,PAL22_14
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,162,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Copepod,5,Copepod_5,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Copepod,8,Copepod_8,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,5,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Copepod,1,Copepod_1,30,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),7,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,6,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Copepod,2,Copepod_2,12544,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,21,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),66,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,6,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,776,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Cross-Hatched,Benthic_Snail_Cross-Hatched,4,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,238,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,336,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Evadne,NA,Evadne_NA,532,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Chaetognath,NA,Chaetognath_NA,23,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,31,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Copepod,3,Copepod_3,6,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Copepod,Shiny,Copepod_Shiny,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Copepod,12,Copepod_12,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Krill,Copepodite,Krill_Copepodite,4,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Krill,Unknown_2,Krill_Unknown_2,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Amphipod,Hyperiid_Headless,Amphipod_Hyperiid_Headless,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,7,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Amphipod,Pinky,Amphipod_Pinky,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,10,Benthic_Snail_10,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,6,Benthic_Snail_6,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,7,Benthic_Snail_7,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Banana,Benthic_Snail_Banana,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,89,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,15,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,872,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Bivalve,1,Bivalve_1,5,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Bivalve,2,Bivalve_2,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Bivalve,3,Bivalve_3,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Bivalve,6,Bivalve_6,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Bivalve,7,Bivalve_7,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Bryozoan,Cyphonaudes,Bryozoan_Cyphonaudes,24,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Cnidaria,Anthozoan_1,Cnidaria_Anthozoan_1,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Copepod,7,Copepod_7,11,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Copepod,9,Copepod_9,38,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,50,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Deciduous_Larva,NA,Deciduous_Larva_NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 7,Echinoderm_Echinopluteus 7,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Echinoderm,Grass Echinopluteus,Echinoderm_Grass Echinopluteus,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Echinoderm,Grass_EJ,Echinoderm_Grass_EJ,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Echinoderm,Ken Echinopluteus,Echinoderm_Ken Echinopluteus,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Echinoderm,Lemon Sea Cucumber,Echinoderm_Lemon Sea Cucumber,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Echinoderm,Ophiopluteus Slush,Echinoderm_Ophiopluteus Slush,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Echinoderm,Wilson Echinopluteus,Echinoderm_Wilson Echinopluteus,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Embryo,2,Embryo_2,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Embryo,4,Embryo_4,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Embryo,5,Embryo_5,9,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Embryo,6,Embryo_6,11,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Fish,Eggs,Fish_Eggs,26,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Fish,Myctophid,Fish_Myctophid,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Huge_Hairy_Egg,NA,Huge_Hairy_Egg_NA,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Jelly,2,Jelly_2,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Jelly,7,Jelly_7,4,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Jelly,8,Jelly_8,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Limpet,1,Limpet_1,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Nemertean,7,Nemertean_7,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Nemertean,Hardboiled,Nemertean_Hardboiled,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Nudibranch,Dorid,Nudibranch_Dorid,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Nudibranch,Juvenile,Nudibranch_Juvenile,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Nudibranch,Juvenile 1,Nudibranch_Juvenile 1,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Nudibranch,Turkish Delight,Nudibranch_Turkish Delight,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Ostracod,3,Ostracod_3,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Platyhelminth,Digenean,Platyhelminth_Digenean,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Platyhelminth,Flatworm 3,Platyhelminth_Flatworm 3,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Polychaete,13,Polychaete_13,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Polychaete,Grub,Polychaete_Grub,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Polychaete,Pelagic 5,Polychaete_Pelagic 5,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Polychaete,Pelagic Alien,Polychaete_Pelagic Alien,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Polychaete,Ruby,Polychaete_Ruby,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Meroplankton,Porifera,Spongebob,Porifera_Spongebob,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,1,Pteropod_1,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,1B,Pteropod_1B,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,109,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,8,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,Dieting Styliola,Pteropod_Dieting Styliola,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,6,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,12,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,Striated,Pteropod_Striated,34,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,Unshelled 1,Pteropod_Unshelled 1,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Shrimp,12,Shrimp_12,3,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Shrimp,9,Shrimp_9,1,PAL22_W4_2_S,PAL22_15
PAL22_W4_2_S_2,West,W4,Zooplankton,Holoplankton,Shrimp,Lucifer,Shrimp_Lucifer,2,PAL22_W4_2_S,PAL22_15
PAL22_W4_3_S_3,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,10,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Meroplankton,Polychaete,1,Polychaete_1,1,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,1,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Copepod,1,Copepod_1,11,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,1,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Isopod,3,Isopod_3,18,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Copepod,2,Copepod_2,17024,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,30,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,5,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,163,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,84,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Larvaceans,NA,Larvaceans_NA,2,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,73,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Evadne,NA,Evadne_NA,73,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Chaetognath,NA,Chaetognath_NA,5,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,4,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Copepod,12,Copepod_12,1,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Amphipod,3,Amphipod_3,9,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Amphipod,4,Amphipod_4,8,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Amphipod,5,Amphipod_5,2,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,2,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,1,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Holoplankton,Ascidean_Tadpole,NA,Ascidean_Tadpole_NA,1,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Meroplankton,Barnacle,Gooseneck,Barnacle_Gooseneck,9,PAL22_W4_3_S,PAL22_16
PAL22_W4_3_S_3,West,W4,Zooplankton,Meroplankton,Barnacle,Gooseneck 2,Barnacle_Gooseneck 2,2,PAL22_W4_3_S,PAL22_16
