BRUVString,Zone.x,Site.x,Type.x,Plankton_Category,Specimen_Type,Total_Specimens,Unique_Morphotypes,Sample,Site.y,Zone.y,Type.y,Year,Family,Binomial,Common name,MaxN,Biomass_g,Biomass_kg
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Benthic_Snail,3,1,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,4,1,PAL22_021,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,4,1,PAL22_022,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,524.92,0.52492
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,4,1,PAL22_023,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,26,6864.53,6.86453
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,4,1,PAL22_024,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,4,1,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Copepod,178,3,PAL22_021,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Copepod,178,3,PAL22_022,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,524.92,0.52492
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Copepod,178,3,PAL22_023,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,26,6864.53,6.86453
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Copepod,178,3,PAL22_024,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Copepod,178,3,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Evadne,6,0,PAL22_021,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Evadne,6,0,PAL22_022,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,524.92,0.52492
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Evadne,6,0,PAL22_023,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,26,6864.53,6.86453
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Evadne,6,0,PAL22_024,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Evadne,6,0,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Fish,69,2,PAL22_021,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Fish,69,2,PAL22_022,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,524.92,0.52492
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Fish,69,2,PAL22_023,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,26,6864.53,6.86453
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Fish,69,2,PAL22_024,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Fish,69,2,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Jelly,1,1,PAL22_021,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Jelly,1,1,PAL22_022,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,524.92,0.52492
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Jelly,1,1,PAL22_023,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,26,6864.53,6.86453
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Jelly,1,1,PAL22_024,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Jelly,1,1,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,2,PAL22_021,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,2,PAL22_022,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,524.92,0.52492
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,2,PAL22_023,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,26,6864.53,6.86453
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,2,PAL22_024,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,2,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Salp,1,1,PAL22_021,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Salp,1,1,PAL22_022,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,524.92,0.52492
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Salp,1,1,PAL22_023,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,26,6864.53,6.86453
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Salp,1,1,PAL22_024,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Salp,1,1,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_021,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_022,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,524.92,0.52492
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_023,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,26,6864.53,6.86453
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_024,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Benthic_Snail,3,3,PAL22_021,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Benthic_Snail,3,3,PAL22_022,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,524.92,0.52492
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Benthic_Snail,3,3,PAL22_023,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,26,6864.53,6.86453
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Benthic_Snail,3,3,PAL22_024,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Benthic_Snail,3,3,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Echinoderm,8,1,PAL22_021,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Echinoderm,8,1,PAL22_022,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,524.92,0.52492
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Echinoderm,8,1,PAL22_023,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,26,6864.53,6.86453
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Echinoderm,8,1,PAL22_024,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Echinoderm,8,1,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Polychaete,1,1,PAL22_021,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Polychaete,1,1,PAL22_022,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,524.92,0.52492
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Polychaete,1,1,PAL22_023,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,26,6864.53,6.86453
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Polychaete,1,1,PAL22_024,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_5,PNMS North,N3,Zooplankton,Meroplankton,Polychaete,1,1,PAL22_025,N3,PNMS North,Fish,2022,None,None,None,0,0,0
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_028,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,5,1141.23,1.14123
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_028,N3,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.39,3.9e-4
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_029,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,963.27,0.96327
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_030,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,542.82,0.54282
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_030,N3,PNMS North,Fish,2022,Carangidae,Elagatis bipinnulata,rainbow runner,1,142.27,0.14227
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Benthic_Snail,10,1,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Benthic_Snail,10,1,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Benthic_Snail,10,1,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Benthic_Snail,10,1,PAL22_028,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,5,1141.23,1.14123
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Benthic_Snail,10,1,PAL22_028,N3,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.39,3.9e-4
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Benthic_Snail,10,1,PAL22_029,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,963.27,0.96327
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Benthic_Snail,10,1,PAL22_030,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,542.82,0.54282
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Benthic_Snail,10,1,PAL22_030,N3,PNMS North,Fish,2022,Carangidae,Elagatis bipinnulata,rainbow runner,1,142.27,0.14227
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Cephalopod,1,1,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Cephalopod,1,1,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Cephalopod,1,1,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Cephalopod,1,1,PAL22_028,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,5,1141.23,1.14123
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Cephalopod,1,1,PAL22_028,N3,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.39,3.9e-4
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Cephalopod,1,1,PAL22_029,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,963.27,0.96327
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Cephalopod,1,1,PAL22_030,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,542.82,0.54282
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Cephalopod,1,1,PAL22_030,N3,PNMS North,Fish,2022,Carangidae,Elagatis bipinnulata,rainbow runner,1,142.27,0.14227
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,40,0,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,40,0,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,40,0,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,40,0,PAL22_028,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,5,1141.23,1.14123
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,40,0,PAL22_028,N3,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.39,3.9e-4
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,40,0,PAL22_029,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,963.27,0.96327
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,40,0,PAL22_030,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,542.82,0.54282
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Chaetognath,40,0,PAL22_030,N3,PNMS North,Fish,2022,Carangidae,Elagatis bipinnulata,rainbow runner,1,142.27,0.14227
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Copepod,1535,1,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Copepod,1535,1,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Copepod,1535,1,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Copepod,1535,1,PAL22_028,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,5,1141.23,1.14123
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Copepod,1535,1,PAL22_028,N3,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.39,3.9e-4
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Copepod,1535,1,PAL22_029,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,963.27,0.96327
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Copepod,1535,1,PAL22_030,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,542.82,0.54282
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Copepod,1535,1,PAL22_030,N3,PNMS North,Fish,2022,Carangidae,Elagatis bipinnulata,rainbow runner,1,142.27,0.14227
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Evadne,27,0,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Evadne,27,0,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Evadne,27,0,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Evadne,27,0,PAL22_028,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,5,1141.23,1.14123
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Evadne,27,0,PAL22_028,N3,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.39,3.9e-4
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Evadne,27,0,PAL22_029,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,963.27,0.96327
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Evadne,27,0,PAL22_030,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,542.82,0.54282
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Evadne,27,0,PAL22_030,N3,PNMS North,Fish,2022,Carangidae,Elagatis bipinnulata,rainbow runner,1,142.27,0.14227
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Fish,13,3,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Fish,13,3,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Fish,13,3,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Fish,13,3,PAL22_028,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,5,1141.23,1.14123
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Fish,13,3,PAL22_028,N3,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.39,3.9e-4
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Fish,13,3,PAL22_029,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,963.27,0.96327
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Fish,13,3,PAL22_030,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,542.82,0.54282
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Fish,13,3,PAL22_030,N3,PNMS North,Fish,2022,Carangidae,Elagatis bipinnulata,rainbow runner,1,142.27,0.14227
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Huge_Hairy_Egg,1,0,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Huge_Hairy_Egg,1,0,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Huge_Hairy_Egg,1,0,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Huge_Hairy_Egg,1,0,PAL22_028,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,5,1141.23,1.14123
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Huge_Hairy_Egg,1,0,PAL22_028,N3,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.39,3.9e-4
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Huge_Hairy_Egg,1,0,PAL22_029,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,963.27,0.96327
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Huge_Hairy_Egg,1,0,PAL22_030,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,542.82,0.54282
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Huge_Hairy_Egg,1,0,PAL22_030,N3,PNMS North,Fish,2022,Carangidae,Elagatis bipinnulata,rainbow runner,1,142.27,0.14227
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Larvaceans,11,0,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Larvaceans,11,0,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Larvaceans,11,0,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Larvaceans,11,0,PAL22_028,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,5,1141.23,1.14123
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Larvaceans,11,0,PAL22_028,N3,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.39,3.9e-4
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Larvaceans,11,0,PAL22_029,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,963.27,0.96327
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Larvaceans,11,0,PAL22_030,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,542.82,0.54282
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Larvaceans,11,0,PAL22_030,N3,PNMS North,Fish,2022,Carangidae,Elagatis bipinnulata,rainbow runner,1,142.27,0.14227
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,3,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,3,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,3,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,3,PAL22_028,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,5,1141.23,1.14123
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,3,PAL22_028,N3,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.39,3.9e-4
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,3,PAL22_029,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,963.27,0.96327
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,3,PAL22_030,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,542.82,0.54282
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Pteropod,3,3,PAL22_030,N3,PNMS North,Fish,2022,Carangidae,Elagatis bipinnulata,rainbow runner,1,142.27,0.14227
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_028,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,5,1141.23,1.14123
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_028,N3,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.39,3.9e-4
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_029,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,2,963.27,0.96327
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_030,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,1,542.82,0.54282
PAL22_6,PNMS North,N3,Zooplankton,Holoplankton,Shrimp,1,1,PAL22_030,N3,PNMS North,Fish,2022,Carangidae,Elagatis bipinnulata,rainbow runner,1,142.27,0.14227
PAL22_6,PNMS North,N3,Zooplankton,Meroplankton,Barnacle,1,1,PAL22_026,N3,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,51,2955.09,2.95509
PAL22_6,PNMS North,N3,Zooplankton,Meroplankton,Barnacle,1,1,PAL22_026,N3,PNMS North,Fish,2022,Coryphaenidae,Coryphaena hippurus,common dolphinfish,2,2038.83,2.03883
PAL22_6,PNMS North,N3,Zooplankton,Meroplankton,Barnacle,1,1,PAL22_027,N3,PNMS North,Fish,2022,Balistidae,Canthidermis maculata,rought triggerfish,3,1068.19,1.06819
